,AWAY_TEAM_ABBREVIATION,GAME_ID,AWAY_STL,AWAY_BLK,AWAY_PF,AWAY_PLUS_MINUS,HOME_TEAM_ABBREVIATION,HOME_STL,HOME_BLK,HOME_PF,HOME_PLUS_MINUS,HOME_OFF_RATING,HOME_DEF_RATING,HOME_AST_TOV,HOME_AST_RATIO,HOME_OREB_PCT,HOME_DREB_PCT,HOME_REB_PCT,HOME_TM_TOV_PCT,HOME_TS_PCT,HOME_PACE,HOME_PIE,AWAY_OFF_RATING,AWAY_DEF_RATING,AWAY_AST_TOV,AWAY_AST_RATIO,AWAY_OREB_PCT,AWAY_DREB_PCT,AWAY_REB_PCT,AWAY_TM_TOV_PCT,AWAY_TS_PCT,AWAY_E_PACE,AWAY_PACE,AWAY_PIE,HomeWin
916,SAS,21600917,6,4,22,3,NOP,2,2,22,-3,91.6,93.5,1.18,14.4,0.237,0.78,0.508,15.9,0.482,97.36,0.457,93.5,91.6,1.82,14.6,0.22,0.763,0.492,10.2,0.476,98.06,97.36,0.543,0
917,LAL,21600918,11,7,21,-20,BOS,7,2,17,20,111.7,93.1,1.67,21.0,0.25,0.83,0.567,17.5,0.605,102.5,0.608,93.1,111.7,1.64,17.3,0.17,0.75,0.433,13.7,0.496,105.4,102.5,0.392,1
918,DET,21600919,11,10,9,30,PHI,5,2,18,-30,134.7,106.0,3.25,18.8,,,,7.9,0.652,100.5,0.632,106.0,134.7,1.5,21.3,,,,20.0,0.582,103.66,100.5,0.368,0
919,MIL,21600920,3,4,18,7,TOR,2,4,23,-7,111.0,103.3,2.67,13.4,0.28,,,6.6,0.52,91.0,0.525,103.3,111.0,1.67,17.3,,0.72,,13.2,0.561,93.46,91.0,0.475,0
920,CLE,21600921,4,1,16,-28,MIA,6,4,19,28,103.4,134.8,1.25,17.1,0.209,0.605,0.407,18.0,0.568,89.0,0.374,134.8,103.4,1.82,16.1,0.395,0.791,0.593,12.4,0.643,89.1,89.0,0.626,1
921,CHI,21600922,11,0,24,-10,LAC,7,5,17,10,95.8,106.3,1.37,19.0,0.375,0.711,0.538,20.0,0.496,95.0,0.455,106.3,95.8,1.43,15.9,0.289,0.625,0.462,14.7,0.549,95.92,95.0,0.545,1
922,CHA,21600923,8,6,18,10,DEN,5,3,20,-10,121.7,113.3,4.17,19.5,,0.711,,6.5,0.574,91.0,0.552,113.3,121.7,1.62,16.8,0.289,,,14.4,0.56,91.74,91.0,0.448,0
923,MEM,21600924,8,6,24,-15,HOU,10,4,20,15,123.0,109.1,1.79,18.8,0.273,0.638,0.48,14.0,0.655,99.5,0.579,109.1,123.0,2.0,17.9,0.362,0.727,0.52,13.1,0.508,100.04,99.5,0.421,1
924,SAS,21600925,10,8,17,7,MIN,6,3,20,-7,90.0,97.0,1.33,17.1,0.357,0.672,0.521,18.0,0.456,90.57,0.493,97.0,90.0,1.23,12.0,0.328,0.643,0.479,13.0,0.464,91.13,90.57,0.507,0
925,POR,21600926,9,6,13,14,BKN,7,6,22,-14,119.6,132.7,1.71,18.3,0.222,0.658,0.422,14.4,0.62,97.5,0.411,132.7,119.6,2.23,21.1,0.342,0.778,0.578,13.3,0.679,101.08,97.5,0.589,0
926,IND,21600927,6,4,22,1,ATL,12,1,19,-1,103.2,103.2,1.4,16.6,,0.771,,16.1,0.53,93.5,0.498,103.2,103.2,1.6,19.0,0.229,,,16.0,0.556,93.94,93.5,0.502,0
927,NYK,21600928,5,6,20,-7,GSW,11,3,18,7,119.1,111.7,2.63,16.5,0.28,0.6,0.432,8.5,0.571,94.0,0.524,111.7,119.1,1.2,14.2,0.4,0.72,0.568,16.0,0.559,96.06,94.0,0.476,1
928,BOS,21600929,6,6,28,-3,PHX,7,10,29,3,103.9,107.9,1.36,14.0,0.317,0.737,0.521,13.7,0.517,101.5,0.469,107.9,103.9,1.45,12.1,0.263,0.683,0.479,10.9,0.517,104.52,101.5,0.531,1
929,ORL,21600930,9,3,18,-1,WAS,9,6,16,1,120.0,121.1,1.07,12.5,0.367,0.738,0.538,15.8,0.585,95.0,0.447,121.1,120.0,2.17,20.0,0.262,0.633,0.462,12.6,0.625,96.68,95.0,0.553,1
930,UTA,21600931,8,3,15,1,SAC,8,3,21,-1,109.0,108.9,1.85,18.6,0.143,0.642,0.421,13.0,0.594,91.02,0.501,108.9,109.0,1.71,17.2,0.358,0.857,0.579,13.9,0.54,92.23,91.02,0.499,0
931,OKC,21600932,4,2,21,-15,DAL,6,2,20,15,107.2,92.7,3.0,19.2,0.133,0.717,0.449,8.2,0.559,96.5,0.606,92.7,107.2,1.27,14.7,0.283,0.867,0.551,15.6,0.467,96.62,96.5,0.394,1
932,LAL,21600933,7,5,24,-8,NOP,12,5,12,8,95.1,102.9,0.88,16.1,0.277,0.684,0.5,24.5,0.541,102.0,0.448,102.9,95.1,1.77,16.4,0.316,0.723,0.5,12.7,0.503,104.0,102.0,0.552,1
933,PHI,21600934,5,3,20,-14,MIL,7,7,16,14,119.1,103.2,1.87,20.8,0.318,0.63,0.49,16.0,0.61,94.5,0.584,103.2,119.1,2.14,21.2,0.37,0.682,0.51,14.7,0.503,97.58,94.5,0.416,1
934,NYK,21600935,6,1,23,8,ORL,4,5,23,-8,120.2,111.7,2.89,19.5,0.319,0.68,0.505,9.6,0.575,94.0,0.563,111.7,120.2,1.77,17.5,0.32,0.681,0.495,13.8,0.549,96.44,94.0,0.437,0
935,MIA,21600936,7,6,19,8,CLE,3,6,15,-8,103.2,110.4,0.88,12.2,0.313,0.792,0.564,17.9,0.54,95.5,0.467,110.4,103.2,2.88,17.9,0.208,0.688,0.436,8.3,0.545,96.96,95.5,0.533,0
936,GSW,21600937,10,4,22,8,ATL,6,6,23,-8,109.9,119.0,1.0,14.2,0.367,0.72,0.545,18.8,0.58,100.5,0.43,119.0,109.9,2.06,22.7,0.28,0.633,0.455,16.0,0.615,100.16,100.5,0.57,0
937,DET,21600938,7,3,19,14,CHI,3,5,20,-14,100.0,114.7,2.1,17.0,0.18,0.694,0.434,10.5,0.515,95.0,0.41,114.7,100.0,3.71,19.4,0.306,0.82,0.566,7.4,0.541,96.52,95.0,0.59,0
938,MEM,21600939,7,2,29,-13,BKN,12,5,27,13,120.8,109.0,0.94,13.0,,0.771,,16.8,0.68,100.5,0.575,109.0,120.8,1.44,17.3,0.229,,,16.0,0.579,100.94,100.5,0.425,1
939,MIN,21600940,3,5,18,1,POR,7,9,18,-1,122.2,119.8,2.36,19.5,0.413,0.72,0.573,12.2,0.571,90.5,0.509,119.8,122.2,4.8,19.0,0.28,0.587,0.427,5.5,0.562,93.16,90.5,0.491,0
940,IND,21600941,3,5,17,-12,CHA,10,2,8,12,108.7,94.6,1.75,16.4,0.302,,,13.0,0.525,92.5,0.554,94.6,108.7,1.81,22.8,,0.698,,17.2,0.534,93.28,92.5,0.446,1
941,SAS,21600942,6,6,13,2,HOU,3,3,20,-2,112.2,113.1,1.58,15.0,0.167,0.74,0.459,12.2,0.576,98.5,0.449,113.1,112.2,2.4,18.2,0.26,0.833,0.541,10.1,0.571,99.8,98.5,0.551,0
942,DEN,21600943,11,2,18,12,SAC,9,1,18,-12,113.7,101.1,1.47,21.0,0.268,0.708,0.506,20.0,0.626,95.0,0.577,101.1,113.7,1.25,15.6,0.292,0.732,0.494,16.8,0.52,97.78,95.0,0.423,0
943,NOP,21600944,11,3,15,-5,UTA,10,2,17,5,87.4,92.6,0.8,12.5,0.364,0.72,0.533,21.1,0.451,95.0,0.46,92.6,87.4,0.84,13.1,0.28,0.636,0.467,20.0,0.502,96.76,95.0,0.54,1
944,BOS,21600945,9,2,31,-14,LAC,7,5,24,14,103.0,117.2,2.0,17.1,0.176,0.756,0.435,11.1,0.533,99.0,0.411,117.2,103.0,1.77,17.7,0.244,0.824,0.565,13.1,0.619,99.22,99.0,0.589,1
945,POR,21600946,7,5,23,5,OKC,4,1,25,-5,122.2,128.6,0.94,12.2,0.413,0.683,0.54,17.2,0.616,98.5,0.433,128.6,122.2,2.0,18.1,0.317,0.587,0.46,12.2,0.65,100.04,98.5,0.567,0
946,LAL,21600947,9,3,20,-11,DAL,5,5,17,11,122.0,112.1,1.79,19.2,,0.745,,14.0,0.668,99.5,0.544,112.1,122.0,2.27,18.4,0.255,,,11.1,0.557,99.52,99.5,0.456,1
947,PHX,21600948,5,8,32,-4,WAS,15,4,21,4,113.4,115.9,1.21,15.9,0.213,0.759,0.505,17.0,0.619,112.5,0.47,115.9,113.4,1.73,13.3,0.241,0.787,0.495,9.7,0.578,113.92,112.5,0.53,1
948,CHI,21600949,3,4,16,-7,ORL,10,4,17,7,98.9,106.5,1.33,18.8,0.261,,,19.6,0.53,92.0,0.464,106.5,98.9,2.1,16.2,,0.739,,10.9,0.499,94.04,92.0,0.536,1
949,BKN,21600950,7,11,25,-5,ATL,12,7,22,5,100.9,96.3,1.19,13.2,0.322,0.851,0.557,14.7,0.504,109.0,0.497,96.3,100.9,1.22,19.7,0.149,0.678,0.443,21.1,0.577,111.54,109.0,0.503,1
950,MIA,21600951,8,7,18,7,CHA,7,8,17,-7,108.6,114.9,1.17,12.1,0.186,0.686,0.457,12.9,0.566,93.5,0.484,114.9,108.6,1.69,16.9,0.314,0.814,0.543,13.8,0.565,95.4,93.5,0.516,0
951,NYK,21600952,4,6,20,-11,MIL,9,4,13,11,110.6,98.9,3.25,19.6,0.288,0.755,0.515,8.5,0.529,94.0,0.583,98.9,110.6,1.38,17.3,0.245,0.712,0.485,17.0,0.521,94.8,94.0,0.417,1
952,TOR,21600953,6,6,18,7,NOP,6,3,20,-7,97.8,105.6,1.57,18.1,0.239,0.773,0.5,15.7,0.507,89.0,0.456,105.6,97.8,1.75,17.6,0.227,0.761,0.5,13.5,0.546,90.92,89.0,0.544,0
953,UTA,21600954,2,4,23,7,HOU,9,4,20,-7,114.9,121.1,2.75,17.4,0.234,0.611,0.398,8.5,0.559,94.5,0.459,121.1,114.9,1.11,16.6,0.389,0.766,0.602,20.0,0.664,95.08,94.5,0.541,0
954,MIN,21600955,10,4,23,16,LAC,9,3,18,-16,97.8,115.1,1.06,14.3,,0.609,,18.3,0.5,93.0,0.369,115.1,97.8,1.86,19.3,0.391,,,15.1,0.564,96.36,93.0,0.631,0
955,DET,21600956,4,4,18,-17,IND,3,2,18,17,106.5,123.7,2.0,15.5,0.309,0.778,0.52,10.9,0.497,92.5,0.394,123.7,106.5,5.4,21.0,0.222,0.691,0.48,5.4,0.597,95.02,92.5,0.606,1
956,SAC,21600957,7,3,22,-10,SAS,9,5,15,10,106.1,114.0,1.43,15.7,0.174,,,14.3,0.559,99.0,0.417,114.0,106.1,2.75,23.9,,0.826,,12.0,0.611,100.64,99.0,0.583,1
957,DEN,21600958,6,2,16,-10,WAS,10,0,16,10,114.1,124.2,1.94,21.9,0.234,,,16.2,0.598,99.0,0.442,124.2,114.1,2.58,22.2,,0.766,,12.1,0.638,100.42,99.0,0.558,1
958,BOS,21600959,12,1,10,13,GSW,8,12,20,-13,103.1,90.5,2.0,20.8,0.265,,,14.6,0.536,95.5,0.583,90.5,103.1,1.28,17.8,,0.735,,18.9,0.489,95.66,95.5,0.417,0
959,DET,21600960,6,1,15,5,CLE,4,1,17,-5,108.6,115.2,2.4,19.0,0.208,0.735,0.474,10.8,0.547,92.5,0.469,115.2,108.6,2.75,17.4,0.265,0.792,0.526,8.7,0.55,93.86,92.5,0.531,0
960,LAC,21600961,2,4,18,16,MEM,6,2,22,-16,118.8,101.0,1.71,18.7,0.237,,,14.6,0.631,96.5,0.58,101.0,118.8,2.89,20.4,,0.763,,9.3,0.529,96.5,96.5,0.42,0
961,OKC,21600962,10,3,22,10,SAS,8,8,16,-10,109.7,101.1,2.09,17.4,0.392,0.698,0.548,11.8,0.519,92.0,0.562,101.1,109.7,1.0,12.2,0.302,0.608,0.452,16.5,0.496,94.52,92.0,0.438,0
962,POR,21600963,8,12,22,6,PHI,10,3,29,-6,101.9,105.6,1.06,13.1,0.25,0.647,0.439,16.0,0.525,96.91,0.403,105.6,101.9,1.32,17.1,0.353,0.75,0.561,17.6,0.556,96.6,96.91,0.597,0
963,PHX,21600964,7,10,24,-12,LAL,11,7,20,12,119.6,107.8,2.33,15.2,0.304,0.566,0.431,8.8,0.562,102.0,0.54,107.8,119.6,1.0,14.1,0.434,0.696,0.569,19.6,0.539,103.78,102.0,0.46,1
964,ORL,21600965,4,2,24,-40,CHA,6,5,17,40,137.5,93.1,4.86,26.4,0.235,0.796,0.566,8.0,0.689,87.5,0.767,93.1,137.5,1.73,16.4,0.204,0.765,0.434,12.6,0.473,88.74,87.5,0.233,1
965,CHI,21600966,9,4,21,-21,HOU,11,4,15,21,87.9,107.5,1.33,16.5,0.262,0.764,0.5,16.8,0.455,107.0,0.385,107.5,87.9,1.53,17.8,0.236,0.738,0.5,15.9,0.558,109.68,107.0,0.615,1
966,IND,21600967,14,3,24,-14,MIL,13,6,21,14,89.5,105.3,0.75,12.5,0.273,,,21.1,0.502,94.5,0.398,105.3,89.5,0.77,14.6,,0.727,,23.4,0.641,95.44,94.5,0.602,1
967,MIN,21600968,6,3,18,1,GSW,9,5,21,-1,108.5,108.4,2.08,18.9,0.313,0.654,0.49,12.8,0.534,94.5,0.514,108.4,108.5,1.91,15.9,0.346,0.688,0.51,11.6,0.516,96.18,94.5,0.486,0
968,ATL,21600969,8,6,20,6,TOR,17,5,28,-6,106.1,98.0,1.14,18.1,,0.672,,21.2,0.598,100.0,0.558,98.0,106.1,1.58,14.1,0.328,,,11.9,0.477,100.32,100.0,0.442,0
969,BOS,21600970,11,2,23,-20,DEN,11,4,18,20,98.0,117.8,1.06,14.8,,0.674,,17.8,0.543,101.0,0.363,117.8,98.0,1.26,17.4,0.326,,,18.8,0.628,101.4,101.0,0.637,1
970,DAL,21600971,5,0,18,9,BKN,9,2,28,-9,101.1,109.4,1.92,18.7,0.106,0.696,0.398,12.6,0.545,95.5,0.458,109.4,101.1,1.0,13.1,0.304,0.894,0.602,16.7,0.581,97.72,95.5,0.542,0
971,SAC,21600972,5,1,21,-8,WAS,7,5,22,8,113.0,118.2,2.45,19.0,,0.635,,10.2,0.585,98.72,0.45,118.2,113.0,2.64,19.0,0.365,,,10.0,0.578,99.02,98.72,0.55,1
972,UTA,21600973,9,2,17,-8,OKC,7,7,20,8,117.9,111.8,1.92,17.5,0.319,,,12.6,0.58,94.0,0.537,111.8,117.9,1.15,13.0,,0.681,,14.0,0.596,94.94,94.0,0.463,1
973,PHI,21600974,11,1,23,-12,LAC,13,3,13,12,114.3,103.1,1.92,19.0,,0.783,,13.3,0.597,97.5,0.564,103.1,114.3,1.75,20.9,0.217,,,16.5,0.555,98.96,97.5,0.436,1
974,DET,21600975,14,6,15,20,NYK,4,7,18,-20,114.3,94.8,3.86,19.5,0.286,0.813,0.529,7.1,0.537,97.5,0.602,94.8,114.3,1.44,19.9,0.188,0.714,0.471,18.6,0.53,97.1,97.5,0.398,0
975,CHA,21600976,5,1,14,-3,NOP,4,4,16,3,114.0,119.0,3.2,20.9,0.298,0.784,0.528,9.3,0.551,96.0,0.489,119.0,114.0,3.3,22.1,0.216,0.702,0.472,9.5,0.589,98.19,96.0,0.511,1
976,ORL,21600977,6,1,21,-12,CLE,1,6,18,12,119.6,106.1,3.33,22.1,0.204,0.726,0.495,9.3,0.598,97.5,0.582,106.1,119.6,3.4,13.0,0.274,0.796,0.505,5.1,0.48,98.16,97.5,0.418,1
977,MIL,21600978,5,6,23,7,MIN,4,4,22,-7,112.1,105.6,1.46,15.6,0.341,0.723,0.538,14.3,0.566,90.5,0.536,105.6,112.1,1.62,16.9,0.277,0.659,0.462,14.4,0.526,92.18,90.5,0.464,0
978,TOR,21600979,6,5,20,-15,MIA,8,10,19,15,113.0,97.8,1.75,17.6,,0.614,,13.0,0.601,91.5,0.64,97.8,113.0,0.54,5.9,0.386,,,14.3,0.449,95.76,91.5,0.36,1
979,SAS,21600980,6,7,18,22,GSW,10,4,16,-22,87.6,110.3,1.27,14.0,0.344,,,15.5,0.416,97.0,0.341,110.3,87.6,1.35,20.5,,0.656,,20.6,0.63,97.52,97.0,0.659,0
980,MEM,21600981,11,3,21,-17,ATL,9,6,23,17,110.3,91.8,1.22,17.8,,0.712,,18.6,0.641,97.5,0.616,91.8,110.3,1.69,16.3,0.288,,,13.3,0.449,97.78,97.5,0.384,1
981,PHX,21600982,5,7,24,2,DAL,2,4,17,-2,101.0,105.3,1.31,14.2,0.234,0.872,0.553,13.4,0.545,96.0,0.503,105.3,101.0,1.64,14.9,0.128,0.766,0.447,11.6,0.545,95.32,96.0,0.497,0
982,WAS,21600983,5,4,20,1,POR,4,5,19,-1,118.1,117.9,1.73,18.3,,0.755,,14.3,0.614,95.55,0.492,117.9,118.1,2.08,19.0,0.245,,,12.3,0.611,97.52,95.55,0.508,0
983,DEN,21600984,8,8,16,13,SAC,4,2,15,-13,114.1,100.0,2.33,17.1,0.261,0.745,0.515,9.8,0.565,92.0,0.584,100.0,114.1,1.85,18.8,0.255,0.739,0.485,14.1,0.507,93.36,92.0,0.416,0
984,BOS,21600985,14,5,14,20,CHI,13,3,10,-20,102.0,83.3,1.05,16.8,0.326,0.745,0.554,21.4,0.57,97.0,0.625,83.3,102.0,0.95,14.1,0.255,0.674,0.446,19.8,0.44,97.36,97.0,0.375,0
985,BKN,21600986,7,3,23,8,NYK,5,8,20,-8,117.6,110.9,1.44,16.6,0.333,,,15.7,0.601,101.5,0.539,110.9,117.6,2.44,15.8,,0.667,,8.9,0.518,104.42,101.5,0.461,0
986,IND,21600987,2,4,15,4,MIA,4,4,22,-4,110.9,107.7,1.33,10.2,,0.627,,9.8,0.531,91.5,0.532,107.7,110.9,1.5,13.7,0.373,,,13.2,0.485,94.06,91.5,0.468,0
987,POR,21600988,7,5,24,9,PHX,5,3,21,-9,99.0,108.9,2.0,15.2,0.2,0.787,0.471,9.8,0.496,101.5,0.462,108.9,99.0,1.0,11.2,0.213,0.8,0.529,13.9,0.567,103.9,101.5,0.538,0
988,CLE,21600989,3,7,23,-5,HOU,10,4,17,5,119.1,121.9,1.6,19.2,,0.621,,16.0,0.653,95.0,0.48,121.9,119.1,4.17,17.9,0.379,,,6.3,0.54,95.52,95.0,0.52,1
989,PHI,21600990,8,4,24,2,LAL,10,10,21,-2,111.5,113.5,1.6,17.2,0.255,0.81,0.517,14.4,0.578,104.0,0.508,113.5,111.5,1.75,20.4,0.19,0.745,0.483,15.4,0.634,106.7,104.0,0.492,0
990,CHA,21600991,4,3,18,-6,CHI,6,5,20,6,111.2,117.3,4.17,18.9,,0.692,,6.1,0.538,98.0,0.473,117.3,111.2,2.9,20.6,0.308,,,10.2,0.565,98.02,98.0,0.527,1
991,DAL,21600992,4,6,19,-22,TOR,7,6,16,22,85.7,109.9,3.0,17.7,0.14,0.732,0.388,7.7,0.43,91.0,0.328,109.9,85.7,1.36,16.0,0.268,0.86,0.612,15.4,0.582,90.82,91.0,0.672,1
992,MIL,21600993,6,5,21,-20,MEM,11,0,20,20,132.9,108.1,2.5,22.9,0.39,0.763,0.57,14.1,0.634,85.5,0.598,108.1,132.9,1.24,18.5,0.237,0.61,0.43,19.8,0.613,87.46,85.5,0.402,1
993,SAS,21600994,6,9,22,8,ATL,13,3,20,-8,97.1,103.9,1.69,19.7,0.2,0.773,0.468,15.7,0.525,102.5,0.457,103.9,97.1,1.35,21.8,0.227,0.8,0.532,22.3,0.605,104.34,102.5,0.543,0
994,WAS,21600995,10,2,25,-15,MIN,8,7,24,15,116.7,101.0,1.8,19.6,0.244,0.784,0.543,14.7,0.622,102.5,0.625,101.0,116.7,1.0,11.8,0.216,0.756,0.457,14.6,0.533,103.66,102.5,0.375,1
995,UTA,21600996,1,3,22,6,LAC,4,2,22,-6,124.1,128.1,2.67,14.5,0.143,0.711,0.413,6.9,0.613,88.0,0.444,128.1,124.1,2.44,18.5,0.289,0.857,0.588,10.1,0.65,89.9,88.0,0.556,0
996,ORL,21600997,10,4,18,-5,SAC,8,6,14,5,111.7,117.6,2.67,21.7,0.245,0.9,0.527,11.7,0.557,102.5,0.484,117.6,111.7,1.6,18.4,0.1,0.755,0.473,14.7,0.658,105.26,102.5,0.516,1
997,LAL,21600998,10,3,21,-28,DEN,9,7,18,28,125.2,97.1,2.25,24.5,0.225,0.684,0.495,15.5,0.679,103.5,0.675,97.1,125.2,1.06,12.3,0.316,0.775,0.505,15.4,0.479,105.18,103.5,0.325,1
998,CLE,21600999,4,3,18,32,DET,6,1,19,-32,137.6,101.1,3.22,23.2,,0.619,,9.7,0.735,94.0,0.665,101.1,137.6,2.5,14.8,0.381,,,8.4,0.447,96.24,94.0,0.335,0
999,BKN,21601000,6,6,23,-18,OKC,13,6,27,18,105.1,122.0,1.0,16.1,0.154,0.62,0.416,20.2,0.618,99.5,0.414,122.0,105.1,2.31,20.4,0.38,0.846,0.584,13.0,0.587,102.08,99.5,0.586,1
1000,NYK,21601001,8,4,15,6,IND,6,3,14,-6,86.2,93.5,1.0,12.7,0.3,0.769,0.518,17.0,0.433,93.5,0.422,93.5,86.2,1.4,16.8,0.231,0.7,0.482,16.1,0.49,94.16,93.5,0.578,0
1001,POR,21601002,3,1,20,-23,NOP,10,8,18,23,104.2,80.2,3.8,16.2,0.109,0.825,0.505,5.2,0.536,96.0,0.708,80.2,104.2,0.81,11.2,0.175,0.891,0.495,16.7,0.44,94.82,96.0,0.292,1
1002,PHI,21601003,10,10,26,-2,GSW,12,11,24,2,100.0,98.1,1.33,16.5,0.3,0.642,0.46,17.0,0.513,106.0,0.483,98.1,100.0,1.22,18.4,0.358,0.7,0.54,21.7,0.515,109.64,106.0,0.517,1
1003,DAL,21601004,5,1,22,5,WAS,4,1,23,-5,115.5,109.2,2.4,19.4,,0.8,,10.3,0.622,97.5,0.508,109.2,115.5,2.5,22.5,0.2,,,12.2,0.586,96.62,97.5,0.492,0
1004,CHA,21601005,9,4,13,-21,IND,8,6,15,21,88.5,111.4,1.5,13.5,,0.824,,11.5,0.449,87.5,0.342,111.4,88.5,1.73,22.0,0.176,,,17.0,0.637,90.84,87.5,0.658,1
1005,MIN,21601006,4,1,21,-13,BOS,2,5,16,13,127.2,114.3,3.4,25.7,0.243,0.635,0.472,10.9,0.663,91.5,0.595,114.3,127.2,3.25,19.4,0.365,0.757,0.528,8.8,0.521,93.02,91.5,0.405,1
1006,NOP,21601007,9,5,13,-8,MIA,9,3,22,8,118.8,108.7,1.44,17.1,,0.72,,15.8,0.629,102.0,0.532,108.7,118.8,1.4,15.4,0.28,,,14.6,0.558,103.34,102.0,0.468,1
1007,UTA,21601008,6,5,15,14,DET,6,4,18,-14,91.2,105.4,1.56,12.3,0.192,0.756,0.454,9.9,0.455,91.5,0.379,105.4,91.2,1.65,21.7,0.244,0.808,0.546,18.5,0.577,93.66,91.5,0.621,0
1008,CHI,21601009,6,6,19,-7,MEM,2,3,19,7,104.6,112.6,3.67,17.5,0.322,,,6.9,0.466,87.0,0.453,112.6,104.6,2.36,20.0,,0.678,,12.6,0.527,89.76,87.0,0.547,1
1009,HOU,21601010,13,4,21,39,LAL,10,0,25,-39,126.4,90.1,1.76,22.7,0.354,0.765,0.566,19.1,0.661,110.5,0.71,90.1,126.4,0.7,11.6,0.235,0.646,0.434,20.7,0.505,113.0,110.5,0.29,0
1010,SAS,21601011,7,5,20,-4,POR,10,1,16,4,115.8,111.6,1.91,16.9,0.233,0.688,0.473,11.6,0.596,95.0,0.523,111.6,115.8,2.0,20.5,0.313,0.767,0.527,14.7,0.56,96.96,95.0,0.478,1
1011,PHX,21601012,9,11,25,-6,SAC,8,11,18,6,99.0,103.9,1.85,16.0,0.373,0.711,0.509,12.7,0.446,102.5,0.416,103.9,99.0,1.22,16.4,0.289,0.627,0.491,17.5,0.569,107.06,102.5,0.584,1
1012,MIL,21601013,8,2,25,1,LAC,3,4,20,-1,103.2,105.4,1.44,18.1,0.267,0.844,0.556,17.2,0.547,92.5,0.503,105.4,103.2,2.0,18.3,0.156,0.733,0.444,12.0,0.557,95.88,92.5,0.497,0
1013,CLE,21601014,6,2,12,8,UTA,6,3,16,-8,95.8,88.3,1.17,11.6,0.273,,,12.6,0.482,94.5,0.535,88.3,95.8,1.06,14.6,,0.727,,18.1,0.471,95.26,94.5,0.465,0
1014,OKC,21601015,10,1,22,21,TOR,10,10,20,-21,121.8,101.0,1.83,22.4,0.357,0.813,0.6,17.8,0.638,101.0,0.619,101.0,121.8,1.07,12.2,0.188,0.643,0.4,13.9,0.541,103.28,101.0,0.381,0
1015,NYK,21601016,6,4,26,-11,BKN,5,2,23,11,122.2,111.1,1.27,14.0,0.375,0.854,0.615,15.2,0.597,99.0,0.534,111.1,122.2,2.86,15.8,0.146,0.625,0.385,7.1,0.553,102.42,99.0,0.466,1
1016,MEM,21601017,7,5,25,12,ATL,6,9,17,-12,97.8,109.6,1.06,15.5,0.277,0.604,0.45,19.4,0.529,93.5,0.436,109.6,97.8,2.42,20.6,0.396,0.723,0.55,12.8,0.515,95.94,93.5,0.564,0
1017,DEN,21601018,7,2,14,15,LAC,5,4,19,-15,134.4,117.5,2.82,22.2,0.279,,,11.5,0.662,96.5,0.572,117.5,134.4,2.89,20.7,,0.721,,9.3,0.629,96.52,96.5,0.428,0
1018,ORL,21601019,7,4,21,-30,GSW,14,9,18,30,118.4,90.2,2.77,24.6,,,,12.6,0.628,102.5,0.738,90.2,118.4,0.71,10.8,,,,20.6,0.446,105.68,102.5,0.262,1
1019,DAL,21601020,6,4,20,-42,PHI,8,6,21,42,76.3,119.6,1.62,16.3,0.217,,,13.4,0.392,97.0,0.217,119.6,76.3,2.0,23.2,,0.783,,16.5,0.644,99.8,97.0,0.783,1
1020,CHI,21601021,5,5,19,-5,WAS,5,6,17,5,108.1,114.3,1.47,19.6,0.383,0.684,0.548,19.2,0.558,98.5,0.491,114.3,108.1,3.4,22.6,0.316,0.617,0.452,10.2,0.527,101.6,98.5,0.509,1
1021,BKN,21601022,7,7,25,-3,BOS,7,6,23,3,96.0,100.0,2.3,17.8,0.214,0.755,0.477,10.1,0.494,98.5,0.469,100.0,96.0,1.54,15.3,0.245,0.786,0.523,13.3,0.501,101.48,98.5,0.531,1
1022,TOR,21601023,5,2,21,12,DET,5,5,17,-12,80.6,92.6,1.08,11.7,,0.816,,14.0,0.407,93.5,0.383,92.6,80.6,1.58,16.1,0.184,,,12.8,0.501,92.02,93.5,0.617,0
1023,NOP,21601024,8,7,20,16,HOU,6,3,19,-16,105.7,119.6,1.38,13.2,0.19,,,12.3,0.533,106.5,0.386,119.6,105.7,2.23,20.1,,0.81,,12.1,0.624,107.32,106.5,0.614,0
1024,MIN,21601025,6,6,21,-18,MIA,6,9,16,18,130.9,112.9,1.93,21.1,0.459,0.756,0.615,16.0,0.659,93.5,0.622,112.9,130.9,1.27,12.0,0.244,0.541,0.385,11.8,0.573,96.02,93.5,0.378,1
1025,ORL,21601026,10,4,27,6,PHX,9,8,22,-6,105.8,100.0,1.62,15.1,,,,12.6,0.518,103.0,0.497,100.0,105.8,1.13,13.4,,,,15.5,0.514,107.22,103.0,0.503,0
1026,MIL,21601027,7,9,25,4,LAL,7,4,20,-4,108.4,112.6,1.6,17.9,0.321,0.696,0.495,15.8,0.54,95.0,0.47,112.6,108.4,1.47,16.6,0.304,0.679,0.505,15.8,0.562,99.82,95.0,0.53,0
1027,SAC,21601028,9,2,22,-16,OKC,7,4,21,16,114.6,97.9,1.44,17.4,0.356,0.725,0.552,16.7,0.591,96.0,0.622,97.9,114.6,1.14,12.8,0.275,0.644,0.448,14.6,0.494,98.06,96.0,0.378,1
