,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1,22000194,1610612754,Pacers,IND,Indiana,240:00:00,118.2,115.1,106.2,105.7,11.9,9.4,0.543,1.56,18.2,0.238,0.76,0.522,15.498,15.1,0.603,0.634,1,0.198,103.86,105.5,87.92,106,0.546
0,22000195,1610612757,Trail Blazers,POR,Portland,240:00:00,108.9,107.7,100.6,103.9,8.3,3.8,0.45,2.25,13.1,0.313,0.8,0.526,7.782,7.7,0.461,0.501,1,0.199,104.06,103,85.83,104,0.497
1,22000195,1610612737,Hawks,ATL,Atlanta,240:00:00,100.6,103.9,108.9,107.7,-8.3,-3.8,0.632,1.85,17.6,0.2,0.688,0.474,12.343,12.7,0.471,0.534,1,0.199,104.06,103,85.83,102,0.503
0,22000196,1610612752,Knicks,NYK,New York,240:00:00,109.1,106.1,74.4,77.3,34.7,28.7,0.579,1.29,17.2,0.256,0.731,0.545,17.664,17.2,0.55,0.588,1,0.198,98.5,98,81.67,99,0.785
1,22000196,1610612738,Celtics,BOS,Boston,240:00:00,74.4,77.3,109.1,106.1,-34.7,-28.7,0.6,0.83,11.6,0.269,0.744,0.455,17.864,18.6,0.339,0.388,1,0.199,98.5,98,81.67,97,0.215
0,22000197,1610612764,Wizards,WAS,Washington,240:00:00,118.5,120.2,112.2,113.4,6.2,6.8,0.581,2.5,18.5,0.313,0.7,0.489,9.956,10.1,0.551,0.592,1,0.199,99.22,98,81.67,99,0.543
1,22000197,1610612739,Cavaliers,CLE,Cleveland,240:00:00,112.2,113.4,118.5,120.2,-6.2,-6.8,0.7,1.47,20.6,0.3,0.688,0.511,19.388,19.6,0.577,0.618,1,0.202,99.22,98,81.67,97,0.457
0,22000198,1610612742,Mavericks,DAL,Dallas,240:00:00,95,96.2,107.8,110.4,-12.9,-14.2,0.439,1.06,13.2,0.228,0.783,0.476,15.983,16.2,0.484,0.498,1,0.196,107.44,105.5,87.92,105,0.354
1,22000198,1610612741,Bulls,CHI,Chicago,240:00:00,107.8,110.4,95,96.2,12.9,14.2,0.744,2.29,22,0.217,0.772,0.524,12.901,13.2,0.547,0.588,1,0.197,107.44,105.5,87.92,106,0.646
0,22000199,1610612755,76ers,PHI,Philadelphia,240:00:00,114.7,115.8,91.8,93,23,22.8,0.545,2.4,17.3,0.304,0.81,0.52,9.804,9.9,0.532,0.557,1,0.198,101.68,100.5,83.75,101,0.62
1,22000199,1610612760,Thunder,OKC,Oklahoma City,240:00:00,91.8,93,114.7,115.8,-23,-22.8,0.553,0.91,16.4,0.19,0.696,0.48,22.691,23,0.553,0.551,1,0.197,101.68,100.5,83.75,100,0.38
0,22000200,1610612762,Jazz,UTA,Utah,240:00:00,115.6,117.2,112.2,112.9,3.4,4.3,0.615,1.85,19.2,0.209,0.565,0.419,13.783,14,0.612,0.617,1,0.197,93.96,93,77.5,93,0.529
1,22000200,1610612743,Nuggets,DEN,Denver,240:00:00,112.2,112.9,115.6,117.2,-3.4,-4.3,0.625,2.5,17.7,0.435,0.791,0.581,10.684,10.8,0.47,0.492,1,0.199,93.96,93,77.5,93,0.471
0,22000201,1610612758,Kings,SAC,Sacramento,240:00:00,120.7,123,128.1,126.7,-7.4,-3.7,0.489,2.09,17.3,0.222,0.651,0.432,10.793,11,0.588,0.622,1,0.197,100.94,100.5,83.75,100,0.46
1,22000201,1610612740,Pelicans,NOP,New Orleans,240:00:00,128.1,126.7,120.7,123,7.4,3.7,0.533,1.71,17.4,0.349,0.778,0.568,14.006,13.9,0.594,0.64,1,0.198,100.94,100.5,83.75,101,0.54
0,22000202,1610612746,Clippers,LAC,LA,240:00:00,123.1,124,90.5,92.3,32.6,31.7,0.563,1.5,19.2,0.286,0.836,0.598,17.176,17.3,0.661,0.673,1,0.197,105.42,104,86.67,104,0.626
1,22000202,1610612754,Pacers,IND,Indiana,240:00:00,90.5,92.3,123.1,124,-32.6,-31.7,0.757,1.75,20,0.164,0.714,0.402,15.089,15.4,0.478,0.5,1,0.198,105.42,104,86.67,104,0.374
0,22000203,1610612753,Magic,ORL,Orlando,240:00:00,88.4,86.6,93.9,94.8,-5.5,-8.2,0.621,1.5,14.6,0.211,0.729,0.474,12.626,12.4,0.407,0.451,1,0.2,96,96.5,80.42,97,0.466
1,22000203,1610612752,Knicks,NYK,New York,240:00:00,93.9,94.8,88.4,86.6,5.5,8.2,0.484,1.88,12,0.271,0.789,0.526,8.251,8.3,0.385,0.446,1,0.198,96,96.5,80.42,96,0.534
0,22000204,1610612764,Wizards,WAS,Washington,240:00:00,115.1,120,101.7,102.9,13.4,17.1,0.561,2.09,16.5,0.264,0.761,0.495,10.549,11,0.5,0.57,1,0.194,103.76,101,84.17,100,0.56
1,22000204,1610612739,Cavaliers,CLE,Cleveland,240:00:00,101.7,102.9,115.1,120,-13.4,-17.1,0.615,1.41,17.9,0.239,0.736,0.505,16.466,16.7,0.524,0.563,1,0.198,103.76,101,84.17,102,0.44
0,22000205,1610612750,Timberwolves,MIN,Minnesota,240:00:00,90.6,92.4,99.1,102.9,-8.5,-10.5,0.611,1.22,15.9,0.228,0.705,0.436,16.816,17.1,0.473,0.495,1,0.2,108.02,105,87.5,105,0.387
1,22000205,1610612737,Hawks,ATL,Atlanta,240:00:00,99.1,102.9,90.6,92.4,8.5,10.5,0.865,1.23,21.6,0.295,0.772,0.564,23.853,24.8,0.538,0.6,1,0.197,108.02,105,87.5,105,0.613
0,22000206,1610612748,Heat,MIA,Miami,240:00:00,117.3,116.5,106.4,111.5,10.9,5,0.535,1.28,18.5,0.235,0.708,0.512,18.68,18.6,0.653,0.678,1,0.201,98.46,96.5,80.42,97,0.565
1,22000206,1610612765,Pistons,DET,Detroit,240:00:00,106.4,111.5,117.3,116.5,-10.9,-5,0.632,1.33,17.8,0.292,0.765,0.488,17.9,18.8,0.543,0.578,1,0.194,98.46,96.5,80.42,96,0.435
0,22000207,1610612759,Spurs,SAS,San Antonio,240:00:00,127.5,127.6,100.6,106.1,26.9,21.4,0.688,2.54,23.1,0.341,0.731,0.552,13.26,13.3,0.617,0.644,1,0.2,100.7,98,81.67,98,0.616
1,22000207,1610612757,Trail Blazers,POR,Portland,240:00:00,100.6,106.1,127.5,127.6,-26.9,-21.4,0.513,1.54,15.2,0.269,0.659,0.448,12.577,13.3,0.489,0.529,1,0.198,100.7,98,81.67,98,0.384
0,22000208,1610612756,Suns,PHX,Phoenix,240:00:00,102.9,105.1,110.4,110.2,-7.5,-5.2,0.75,1.67,21,0.327,0.762,0.521,17.815,18.2,0.54,0.547,1,0.2,99.42,98.5,82.08,99,0.443
1,22000208,1610612763,Grizzlies,MEM,Memphis,240:00:00,110.4,110.2,102.9,105.1,7.5,5.2,0.756,2.07,22.5,0.238,0.673,0.479,15.337,15.3,0.56,0.588,1,0.2,99.42,98.5,82.08,98,0.557
0,22000209,1610612749,Bucks,MIL,Milwaukee,240:00:00,111.3,117.1,121.1,117.9,-9.8,-0.8,0.457,3.5,14.7,0.274,0.795,0.475,5.427,5.7,0.49,0.532,1,0.197,106.9,105.5,87.92,105,0.46
1,22000209,1610612751,Nets,BKN,Brooklyn,240:00:00,121.1,117.9,111.3,117.1,9.8,0.8,0.565,1.53,19.1,0.205,0.726,0.525,16.466,16,0.637,0.67,1,0.201,106.9,105.5,87.92,106,0.54
0,22000210,1610612761,Raptors,TOR,Toronto,240:00:00,113.8,116,90.4,93.9,23.4,22.1,0.523,1.53,17.2,0.25,0.788,0.542,14.717,15,0.568,0.605,1,0.195,102.4,99.5,82.92,100,0.618
1,22000210,1610612742,Mavericks,DAL,Dallas,240:00:00,90.4,93.9,113.8,116,-23.4,-22.1,0.677,1.24,15.9,0.212,0.75,0.458,16.524,17.2,0.433,0.495,1,0.195,102.4,99.5,82.92,99,0.382
0,22000211,1610612745,Rockets,HOU,Houston,240:00:00,108.6,113.2,113.4,115.7,-4.8,-2.5,0.543,1.47,18.2,0.133,0.694,0.426,15.387,16,0.619,0.628,1,0.199,110.36,107,89.17,106,0.479
1,22000211,1610612741,Bulls,CHI,Chicago,240:00:00,113.4,115.7,108.6,113.2,4.8,2.5,0.535,1.21,16.1,0.306,0.867,0.574,17.235,17.6,0.576,0.617,1,0.196,110.36,107,89.17,108,0.521
0,22000212,1610612747,Lakers,LAL,Los Angeles,240:00:00,108.1,109.7,110.8,112.7,-2.7,-3,0.575,1.21,16.5,0.34,0.87,0.602,18.178,18.4,0.536,0.579,1,0.194,104.16,102.5,85.42,103,0.496
1,22000212,1610612744,Warriors,GSW,Golden State,240:00:00,110.8,112.7,108.1,109.7,2.7,3,0.705,2.38,22.2,0.13,0.66,0.398,12.524,12.7,0.575,0.6,1,0.197,104.16,102.5,85.42,102,0.504
0,22000213,1610612760,Thunder,OKC,Oklahoma City,240:00:00,95.2,97.1,110,114.4,-14.8,-17.3,0.611,1.16,16,0.245,0.627,0.446,17.904,18.3,0.5,0.525,1,0.2,107.14,104,86.67,104,0.408
1,22000213,1610612743,Nuggets,DEN,Denver,240:00:00,110,114.4,95.2,97.1,14.8,17.3,0.63,1.93,18.7,0.373,0.755,0.554,13.868,14.4,0.505,0.535,1,0.197,107.14,104,86.67,104,0.592
0,22000214,1610612762,Jazz,UTA,Utah,240:00:00,121.1,121.6,102.4,105.2,18.6,16.5,0.651,1.75,20.5,0.295,0.782,0.566,16.414,16.5,0.629,0.638,1,0.195,98.54,97,80.83,97,0.598
1,22000214,1610612740,Pelicans,NOP,New Orleans,240:00:00,102.4,105.2,121.1,121.6,-18.6,-16.5,0.395,2.13,13.4,0.218,0.705,0.434,8.032,8.2,0.484,0.502,1,0.197,98.54,97,80.83,97,0.402
0,22000215,1610612764,Wizards,WAS,Washington,240:00:00,93,96,115,115.5,-22.1,-19.5,0.647,1.57,15.9,0.267,0.639,0.455,13.42,13.9,0.428,0.474,1,0.199,103.88,102,85,101,0.424
1,22000215,1610612766,Hornets,CHA,Charlotte,240:00:00,115,115.5,93,96,22.1,19.5,0.5,1.91,14.7,0.361,0.733,0.545,10.634,10.7,0.5,0.539,1,0.199,103.88,102,85,103,0.576
0,22000216,1610612739,Cavaliers,CLE,Cleveland,290:00:00,121.2,122.5,111.7,111.6,9.6,10.9,0.518,1.93,17.9,0.273,0.733,0.513,12.372,12.5,0.606,0.622,1,0.198,100.19,99.72,83.1,120,0.529
1,22000216,1610612751,Nets,BKN,Brooklyn,290:00:00,111.7,111.6,121.2,122.5,-9.6,-10.9,0.625,1.88,18.3,0.267,0.727,0.487,13.236,13.2,0.524,0.573,1,0.199,100.19,99.72,83.1,121,0.471
0,22000217,1610612754,Pacers,IND,Indiana,240:00:00,108.5,109.8,119.8,121.6,-11.3,-11.8,0.512,2.1,15.9,0.208,0.739,0.455,9.686,9.8,0.533,0.553,1,0.2,103.36,102,85,102,0.391
1,22000217,1610612742,Mavericks,DAL,Dallas,240:00:00,119.8,121.6,108.5,109.8,11.3,11.8,0.627,4,22.1,0.261,0.792,0.545,7.731,7.8,0.567,0.593,1,0.199,103.36,102,85,102,0.609
0,22000218,1610612755,76ers,PHI,Philadelphia,240:00:00,122.1,119.4,105,111.2,17.1,8.2,0.556,2.22,15.8,0.239,0.653,0.453,9.395,9.2,0.519,0.598,1,0.2,99.8,98,81.67,98,0.586
1,22000218,1610612738,Celtics,BOS,Boston,240:00:00,105,111.2,122.1,119.4,-17.1,-8.2,0.524,1.38,16.2,0.347,0.761,0.547,15.414,16.3,0.539,0.557,1,0.199,99.8,98,81.67,98,0.414
0,22000219,1610612765,Pistons,DET,Detroit,265:00:00,103.3,107.5,114.2,113.9,-10.9,-6.4,0.5,1.69,15.7,0.208,0.587,0.414,11.674,12.1,0.505,0.546,1,0.198,99.21,97.36,81.13,107,0.451
1,22000219,1610612737,Hawks,ATL,Atlanta,265:00:00,114.2,113.9,103.3,107.5,10.9,6.4,0.477,1.5,13.8,0.413,0.792,0.586,12.997,13,0.485,0.527,1,0.197,99.21,97.36,81.13,108,0.549
0,22000220,1610612761,Raptors,TOR,Toronto,240:00:00,105.2,106.3,112.7,115.6,-7.5,-9.4,0.771,2.08,19.9,0.296,0.738,0.49,13.413,13.5,0.489,0.532,1,0.2,97.7,96,80,96,0.44
1,22000220,1610612748,Heat,MIA,Miami,240:00:00,112.7,115.6,105.2,106.3,7.5,9.4,0.744,1.53,21.4,0.262,0.704,0.51,19.293,19.8,0.6,0.634,1,0.195,97.7,96,80,96,0.56
0,22000221,1610612753,Magic,ORL,Orlando,240:00:00,96.8,101,96.8,101.1,0,0,0.722,2.17,18.7,0.328,0.75,0.527,11.971,12.5,0.446,0.479,1,0.198,99.7,95.5,79.58,96,0.505
1,22000221,1610612750,Timberwolves,MIN,Minnesota,240:00:00,96.8,101.1,96.8,101,0,0,0.694,1.56,18.9,0.25,0.672,0.473,16.136,16.8,0.512,0.527,1,0.194,99.7,95.5,79.58,95,0.495
0,22000222,1610612756,Suns,PHX,Phoenix,240:00:00,102.5,102.8,96.6,99,5.9,3.8,0.595,1.47,17.9,0.255,0.827,0.556,15.983,16,0.517,0.56,1,0.199,106.52,105,87.5,106,0.554
1,22000222,1610612745,Rockets,HOU,Houston,240:00:00,96.6,99,102.5,102.8,-5.9,-3.8,0.459,1.06,13,0.173,0.745,0.444,14.998,15.4,0.477,0.527,1,0.199,106.52,105,87.5,104,0.446
0,22000223,1610612759,Spurs,SAS,San Antonio,240:00:00,93.7,95.2,115.5,117.5,-21.7,-22.3,0.486,1.7,12.6,0.238,0.723,0.445,9.466,9.6,0.394,0.46,1,0.197,105.22,103.5,86.25,104,0.372
1,22000223,1610612744,Warriors,GSW,Golden State,240:00:00,115.5,117.5,93.7,95.2,21.7,22.3,0.674,2.07,21.3,0.277,0.762,0.555,14.313,14.6,0.588,0.606,1,0.197,105.22,103.5,86.25,103,0.628
0,22000224,1610612758,Kings,SAC,Sacramento,240:00:00,91.2,93.2,109.6,111.7,-18.4,-18.4,0.641,1.39,18.6,0.154,0.783,0.449,17.097,17.5,0.529,0.526,1,0.199,105.1,103,85.83,103,0.406
1,22000224,1610612746,Clippers,LAC,LA,240:00:00,109.6,111.7,91.2,93.2,18.4,18.4,0.585,1.41,17.8,0.217,0.846,0.551,16.203,16.5,0.57,0.612,1,0.198,105.1,103,85.83,103,0.594
0,22000225,1610612757,Trail Blazers,POR,Portland,240:00:00,120.9,120.8,119.6,125,1.3,-4.2,0.609,2.33,18.9,0.327,0.755,0.535,11.334,11.3,0.552,0.593,1,0.199,107.28,105,87.5,106,0.486
1,22000225,1610612763,Grizzlies,MEM,Memphis,240:00:00,119.6,125,120.9,120.8,-1.3,4.2,0.635,3.67,22,0.245,0.673,0.465,8.281,8.7,0.577,0.604,1,0.197,107.28,105,87.5,104,0.514
0,22000226,1610612749,Bucks,MIL,Milwaukee,240:00:00,103.6,107.1,114.6,111.9,-11,-4.8,0.614,1.8,20.1,0.205,0.857,0.548,14.666,15.2,0.557,0.574,1,0.198,100.44,100,83.33,99,0.486
1,22000226,1610612747,Lakers,LAL,Los Angeles,240:00:00,114.6,111.9,103.6,107.1,11,4.8,0.61,2.5,19.3,0.143,0.795,0.452,10.142,9.9,0.574,0.597,1,0.199,100.44,100,83.33,101,0.514
0,22000227,1610612762,Jazz,UTA,Utah,240:00:00,121.7,122.9,111.1,114.6,10.6,8.3,0.614,1.8,19.1,0.273,0.723,0.505,14.151,14.3,0.597,0.652,1,0.198,106.1,104,86.67,105,0.527
1,22000227,1610612740,Pelicans,NOP,New Orleans,240:00:00,111.1,114.6,121.7,122.9,-10.6,-8.3,0.643,1.5,18.9,0.277,0.727,0.495,16.949,17.5,0.559,0.601,1,0.198,106.1,104,86.67,103,0.473
0,22000228,1610612752,Knicks,NYK,New York,240:00:00,119,119,99.8,104,19.1,15,0.632,2.18,17.8,0.26,0.738,0.523,10.996,11,0.53,0.595,1,0.198,102.1,100,83.33,100,0.577
1,22000228,1610612744,Warriors,GSW,Golden State,240:00:00,99.8,104,119,119,-19.1,-15,0.818,2.7,19.3,0.262,0.74,0.477,9.601,10,0.436,0.504,1,0.2,102.1,100,83.33,100,0.423
0,22000229,1610612741,Bulls,CHI,Chicago,240:00:00,120.3,120.6,104.8,107.8,15.5,12.7,0.673,2.06,22,0.306,0.652,0.474,15.643,15.7,0.589,0.607,1,0.194,103.64,102,85,102,0.546
1,22000229,1610612766,Hornets,CHA,Charlotte,240:00:00,104.8,107.8,120.3,120.6,-15.5,-12.7,0.524,1.05,15.8,0.348,0.694,0.526,20,20.6,0.535,0.573,1,0.198,103.64,102,85,102,0.454
0,22000230,1610612745,Rockets,HOU,Houston,240:00:00,99.2,103,98.8,102,0.5,1,0.649,1.71,16.9,0.311,0.655,0.479,13.487,14,0.463,0.496,1,0.2,103.54,100,83.33,100,0.518
1,22000230,1610612765,Pistons,DET,Detroit,240:00:00,98.8,102,99.2,103,-0.5,-1,0.548,0.89,12.7,0.345,0.689,0.521,18.397,19,0.47,0.519,1,0.201,103.54,100,83.33,100,0.482
0,22000231,1610612753,Magic,ORL,Orlando,265:00:00,111.8,114.6,116.6,116.5,-4.8,-1.9,0.674,2.07,19.7,0.309,0.792,0.534,13.263,13.6,0.548,0.564,1,0.199,94.41,93.28,77.74,103,0.475
1,22000231,1610612754,Pacers,IND,Indiana,265:00:00,116.6,116.5,111.8,114.6,4.8,1.9,0.609,2.8,20.2,0.208,0.691,0.466,9.716,9.7,0.559,0.595,1,0.2,94.41,93.28,77.74,103,0.525
0,22000232,1610612739,Cavaliers,CLE,Cleveland,240:00:00,121.3,126.3,113.6,113,7.7,13.3,0.533,1.6,17.1,0.419,0.851,0.644,14.552,15.2,0.563,0.618,1,0.195,101.28,99.5,82.92,99,0.579
1,22000232,1610612751,Nets,BKN,Brooklyn,240:00:00,113.6,113,121.3,126.3,-7.7,-13.3,0.548,2.09,17.9,0.149,0.581,0.356,11.057,11,0.563,0.598,1,0.199,101.28,99.5,82.92,100,0.421
0,22000233,1610612755,76ers,PHI,Philadelphia,240:00:00,120.1,123.2,108.1,111.1,12.1,12.1,0.511,1.15,17.1,0.378,0.725,0.58,19.693,20.2,0.63,0.666,1,0.197,101.68,99,82.5,99,0.573
1,22000233,1610612738,Celtics,BOS,Boston,240:00:00,108.1,111.1,120.1,123.2,-12.1,-12.1,0.561,1.77,17.1,0.275,0.622,0.42,12.77,13.1,0.522,0.557,1,0.195,101.68,99,82.5,99,0.428
0,22000234,1610612761,Raptors,TOR,Toronto,240:00:00,103.1,105.2,84,84.4,19.1,20.8,0.564,1,16.7,0.348,0.841,0.589,22.458,22.9,0.565,0.574,1,0.198,97.18,96,80,96,0.573
1,22000234,1610612748,Heat,MIA,Miami,240:00:00,84,84.4,103.1,105.2,-19.1,-20.8,0.576,1,15.9,0.159,0.652,0.411,19.71,19.8,0.474,0.498,1,0.201,97.18,96,80,96,0.427
0,22000235,1610612764,Wizards,WAS,Washington,240:00:00,120.8,124.1,121.3,126.2,-0.5,-2.1,0.574,3.86,18.1,0.288,0.702,0.485,6.311,6.5,0.531,0.583,1,0.197,111.12,107.5,89.58,108,0.51
1,22000235,1610612749,Bucks,MIL,Milwaukee,240:00:00,121.3,126.2,120.8,124.1,0.5,2.1,0.625,1.5,19.8,0.298,0.712,0.515,17.966,18.7,0.64,0.666,1,0.196,111.12,107.5,89.58,107,0.49
0,22000236,1610612750,Timberwolves,MIN,Minnesota,240:00:00,96.8,99,115.8,114.9,-19,-15.9,0.75,2.31,21.2,0.2,0.646,0.408,12.836,13.1,0.473,0.499,1,0.198,100.74,100,83.33,99,0.439
1,22000236,1610612737,Hawks,ATL,Atlanta,240:00:00,115.8,114.9,96.8,99,19,15.9,0.553,1.24,15.6,0.354,0.8,0.592,16.966,16.8,0.548,0.603,1,0.2,100.74,100,83.33,101,0.561
0,22000237,1610612759,Spurs,SAS,San Antonio,240:00:00,116.8,114.7,121,120.8,-4.3,-6.1,0.512,3,16.1,0.24,0.837,0.535,6.986,6.9,0.528,0.572,1,0.203,100.5,101.5,84.58,102,0.494
1,22000237,1610612742,Mavericks,DAL,Dallas,240:00:00,121,120.8,116.8,114.7,4.3,6.1,0.511,3.83,17.6,0.163,0.76,0.465,5.952,5.9,0.559,0.599,1,0.199,100.5,101.5,84.58,101,0.506
0,22000238,1610612756,Suns,PHX,Phoenix,265:00:00,117.1,117.8,117.8,121.5,-0.7,-3.7,0.638,1.88,20.5,0.255,0.706,0.49,14.87,15,0.59,0.626,1,0.199,98.7,96.91,80.75,107,0.465
1,22000238,1610612743,Nuggets,DEN,Denver,265:00:00,117.8,121.5,117.1,117.8,0.7,3.7,0.604,3.56,21,0.294,0.745,0.51,8.155,8.4,0.544,0.584,1,0.199,98.7,96.91,80.75,107,0.535
0,22000239,1610612760,Thunder,OKC,Oklahoma City,240:00:00,106.3,108.2,121.2,120,-14.9,-11.8,0.585,2.18,18.8,0.128,0.683,0.386,11.031,11.2,0.552,0.572,1,0.201,99.36,99,82.5,98,0.409
1,22000239,1610612746,Clippers,LAC,LA,240:00:00,121.2,120,106.3,108.2,14.9,11.8,0.488,1.62,16.3,0.317,0.872,0.614,13.131,13,0.571,0.632,1,0.202,99.36,99,82.5,100,0.591
0,22000240,1610612757,Trail Blazers,POR,Portland,240:00:00,100.9,104.6,108.8,112.1,-7.9,-7.5,0.538,1.91,14.2,0.309,0.769,0.508,9.821,10.2,0.438,0.487,1,0.198,111.16,107.5,89.58,108,0.441
1,22000240,1610612763,Grizzlies,MEM,Memphis,240:00:00,108.8,112.1,100.9,104.6,7.9,7.5,0.524,1.47,15.7,0.231,0.691,0.492,13.597,14,0.527,0.581,1,0.199,111.16,107.5,89.58,107,0.559
0,22000241,1610612758,Kings,SAC,Sacramento,240:00:00,109.3,107.3,93.1,98.9,16.2,8.3,0.553,3.5,16.5,0.268,0.692,0.496,6.367,6.3,0.484,0.514,1,0.201,97.62,95.5,79.58,96,0.585
1,22000241,1610612752,Knicks,NYK,New York,240:00:00,93.1,98.9,109.3,107.3,-16.2,-8.3,0.528,1.58,14,0.308,0.732,0.504,11.881,12.6,0.41,0.448,1,0.193,97.62,95.5,79.58,95,0.415
0,22000242,1610612762,Jazz,UTA,Utah,240:00:00,120.2,122.1,101.3,103.8,18.9,18.3,0.622,1.75,19,0.36,0.87,0.625,15.14,15.4,0.585,0.612,1,0.201,106.14,104,86.67,104,0.569
1,22000242,1610612744,Warriors,GSW,Golden State,240:00:00,101.3,103.8,120.2,122.1,-18.9,-18.3,0.714,2.73,21.3,0.13,0.64,0.375,10.319,10.6,0.527,0.542,1,0.197,106.14,104,86.67,104,0.431
0,22000243,1610612755,76ers,PHI,Philadelphia,240:00:00,111,110.7,102.6,104.8,8.4,5.9,0.368,0.93,10.9,0.255,0.765,0.51,14.603,14.6,0.506,0.572,1,0.202,104.96,104,86.67,103,0.518
1,22000243,1610612765,Pistons,DET,Detroit,240:00:00,102.6,104.8,111,110.7,-8.4,-5.9,0.676,1.56,17.8,0.235,0.745,0.49,14.925,15.2,0.512,0.554,1,0.198,104.96,104,86.67,105,0.482
0,22000244,1610612748,Heat,MIA,Miami,240:00:00,113.7,118.1,125,123.1,-11.3,-5,0.69,3.63,20.7,0.188,0.786,0.467,7.334,7.6,0.545,0.601,1,0.2,105.76,104.5,87.08,105,0.471
1,22000244,1610612751,Nets,BKN,Brooklyn,240:00:00,125,123.1,113.7,118.1,11.3,5,0.773,2,23.4,0.214,0.813,0.533,16.595,16.3,0.645,0.678,1,0.197,105.76,104.5,87.08,104,0.529
0,22000245,1610612747,Lakers,LAL,Los Angeles,240:00:00,94.7,97.1,87.7,85.7,7.1,11.4,0.556,1.05,15.2,0.196,0.769,0.5,17.817,18.3,0.481,0.545,1,0.197,104.66,104.5,87.08,104,0.614
1,22000245,1610612741,Bulls,CHI,Chicago,240:00:00,87.7,85.7,94.7,97.1,-7.1,-11.4,0.545,0.95,13.8,0.231,0.804,0.5,18.504,18.1,0.44,0.48,1,0.201,104.66,104.5,87.08,105,0.386
0,22000246,1610612740,Pelicans,NOP,New Orleans,240:00:00,99.7,101.9,112.9,111.1,-13.2,-9.3,0.525,1,14.9,0.255,0.691,0.481,19.036,19.4,0.517,0.554,1,0.198,108.3,108,90,108,0.41
1,22000246,1610612750,Timberwolves,MIN,Minnesota,240:00:00,112.9,111.1,99.7,101.9,13.2,9.3,0.59,1.77,16.1,0.309,0.745,0.519,12.232,12,0.495,0.559,1,0.2,108.3,108,90,108,0.59
0,22000247,1610612745,Rockets,HOU,Houston,240:00:00,133.3,133,107.4,108,26,25,0.596,2,19.9,0.349,0.765,0.574,14.034,14,0.64,0.673,1,0.2,100.18,100,83.33,100,0.635
1,22000247,1610612742,Mavericks,DAL,Dallas,240:00:00,107.4,108,133.3,133,-26,-25,0.405,1.5,11.9,0.235,0.651,0.426,9.94,10,0.476,0.537,1,0.203,100.18,100,83.33,100,0.365
0,22000248,1610612756,Suns,PHX,Phoenix,290:00:00,99.2,98.2,102.5,104.3,-3.3,-6.1,0.634,2.6,17.8,0.143,0.738,0.435,8.856,8.8,0.48,0.509,1,0.197,95.17,94.76,78.97,114,0.459
1,22000248,1610612743,Nuggets,DEN,Denver,290:00:00,102.5,104.3,99.2,98.2,3.3,6.1,0.55,1.22,14.6,0.262,0.857,0.565,15.374,15.7,0.49,0.54,1,0.194,95.17,94.76,78.97,115,0.541
0,22000249,1610612761,Raptors,TOR,Toronto,240:00:00,100.5,107,98.4,102,2.1,5,0.649,1.41,16.8,0.345,0.679,0.505,15.971,17,0.494,0.527,1,0.198,105.06,100,83.33,100,0.52
1,22000249,1610612754,Pacers,IND,Indiana,240:00:00,98.4,102,100.5,107,-2.1,-5,0.657,1.21,16.6,0.321,0.655,0.495,18.326,19,0.477,0.528,1,0.197,105.06,100,83.33,100,0.48
0,22000250,1610612739,Cavaliers,CLE,Cleveland,240:00:00,97.2,94.5,130.7,130.6,-33.5,-36.1,0.706,1.41,17,0.218,0.667,0.412,16.044,15.6,0.459,0.515,1,0.202,106.92,108.5,90.42,109,0.317
1,22000250,1610612738,Celtics,BOS,Boston,240:00:00,130.7,130.6,97.2,94.5,33.5,36.1,0.5,1.63,17.7,0.333,0.782,0.588,14.831,14.8,0.634,0.672,1,0.199,106.92,108.5,90.42,108,0.683
0,22000251,1610612760,Thunder,OKC,Oklahoma City,240:00:00,97.9,101,106.9,109.1,-9,-8.1,0.524,1.69,16.2,0.304,0.759,0.527,12.725,13.1,0.479,0.494,1,0.194,101.6,99,82.5,99,0.445
1,22000251,1610612746,Clippers,LAC,LA,240:00:00,106.9,109.1,97.9,101,9,8.1,0.634,2.6,19.3,0.241,0.696,0.473,9.897,10.1,0.522,0.545,1,0.202,101.6,99,82.5,99,0.555
0,22000252,1610612753,Magic,ORL,Orlando,240:00:00,106.4,108.3,109.1,111.5,-2.7,-3.1,0.692,1.69,19.9,0.3,0.755,0.525,16.373,16.7,0.546,0.561,1,0.199,97.88,96,80,96,0.46
1,22000252,1610612766,Hornets,CHA,Charlotte,240:00:00,109.1,111.5,106.4,108.3,2.7,3.1,0.667,2.33,20.7,0.245,0.7,0.475,12.24,12.5,0.557,0.563,1,0.198,97.88,96,80,96,0.54
0,22000253,1610612764,Wizards,WAS,Washington,240:00:00,100.8,99,115.4,118.6,-14.6,-19.6,0.59,1.64,17,0.222,0.813,0.5,13.978,13.7,0.5,0.514,1,0.2,102.5,102,85,102,0.406
