,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
1,22100208,1610612757,Trail Blazers,POR,Portland,240:00:00,124,125.5,117.8,121.5,6.2,4,0.543,1.79,19.7,0.263,0.694,0.506,14.712,14.9,0.659,0.669,1,0.194,95.54,93.5,77.92,94,0.553
0,22100209,1610612747,Lakers,LAL,Los Angeles,240:00:00,99.4,98.1,113.3,115.2,-13.9,-17.1,0.528,1,14.5,0.227,0.881,0.547,18.333,18.1,0.494,0.556,1,0.199,105.24,105,87.5,105,0.44
1,22100209,1610612741,Bulls,CHI,Chicago,240:00:00,113.3,115.2,99.4,98.1,13.9,17.1,0.633,1.82,21.9,0.119,0.773,0.453,15.912,16.2,0.635,0.645,1,0.193,105.24,105,87.5,105,0.56
0,22100210,1610612744,Warriors,GSW,Golden State,240:00:00,112.2,112.5,96.2,94.3,15.9,18.2,0.61,1.14,18.1,0.25,0.825,0.588,21.089,21.2,0.601,0.641,1,0.199,103.6,104.5,87.08,104,0.596
1,22100210,1610612751,Nets,BKN,Brooklyn,240:00:00,96.2,94.3,112.2,112.5,-15.9,-18.2,0.618,1.75,15.8,0.175,0.75,0.412,11.664,11.4,0.443,0.496,1,0.198,103.6,104.5,87.08,105,0.404
0,22100211,1610612762,Jazz,UTA,Utah,240:00:00,117.2,121.2,84.6,85,32.6,36.2,0.587,2.45,19.9,0.208,0.864,0.57,10.746,11.1,0.607,0.616,1,0.196,101.42,99.5,82.92,99,0.665
1,22100211,1610612755,76ers,PHI,Philadelphia,240:00:00,84.6,85,117.2,121.2,-32.6,-36.2,0.576,2.11,15.1,0.136,0.792,0.43,8.957,9,0.4,0.436,1,0.195,101.42,99.5,82.92,100,0.335
0,22100212,1610612759,Spurs,SAS,San Antonio,240:00:00,85.1,86,96.6,98.1,-11.5,-12.2,0.634,1.63,18.6,0.145,0.776,0.442,14.804,15,0.458,0.469,1,0.2,108.88,107.5,89.58,107,0.448
1,22100212,1610612746,Clippers,LAC,LA,240:00:00,96.6,98.1,85.1,86,11.5,12.2,0.432,0.76,12.2,0.224,0.855,0.558,19.147,19.4,0.506,0.56,1,0.199,108.88,107.5,89.58,108,0.552
0,22100213,1610612764,Wizards,WAS,Washington,240:00:00,89.7,93.5,103.6,104.3,-13.9,-10.8,0.697,2.09,17.6,0.254,0.679,0.461,11.336,11.8,0.411,0.448,1,0.196,95.34,93,77.5,93,0.432
1,22100213,1610612766,Hornets,CHA,Charlotte,240:00:00,103.6,104.3,89.7,93.5,13.9,10.8,0.714,2.73,21.5,0.321,0.746,0.539,11.747,11.8,0.49,0.492,1,0.199,95.34,93,77.5,93,0.568
0,22100214,1610612754,Pacers,IND,Indiana,240:00:00,90.5,91.8,99.7,100,-9.2,-8.2,0.424,0.78,11.7,0.229,0.776,0.505,18.3,18.6,0.475,0.509,1,0.201,97.84,97,80.83,97,0.423
1,22100214,1610612765,Pistons,DET,Detroit,240:00:00,99.7,100,90.5,91.8,9.2,8.2,0.471,1.23,13.2,0.224,0.771,0.495,13.358,13.4,0.475,0.525,1,0.197,97.84,97,80.83,97,0.577
0,22100215,1610612738,Celtics,BOS,Boston,240:00:00,105.9,104.2,113.5,115.8,-7.6,-11.6,0.649,1.71,18.5,0.271,0.786,0.511,14.976,14.7,0.506,0.541,1,0.201,95.2,95,79.17,95,0.44
1,22100215,1610612737,Hawks,ATL,Atlanta,240:00:00,113.5,115.8,105.9,104.2,7.6,11.6,0.683,2,21.4,0.214,0.729,0.489,14.445,14.7,0.586,0.619,1,0.192,95.2,95,79.17,95,0.56
0,22100216,1610612739,Cavaliers,CLE,Cleveland,240:00:00,98.8,99,111.2,109,-12.5,-10,0.571,1.43,15.1,0.273,0.83,0.529,13.966,14,0.455,0.504,1,0.2,99.12,100,83.33,100,0.438
1,22100216,1610612751,Nets,BKN,Brooklyn,240:00:00,111.2,109,98.8,99,12.5,10,0.763,2.42,21.5,0.17,0.727,0.471,12.245,12,0.53,0.58,1,0.198,99.12,100,83.33,100,0.562
0,22100217,1610612740,Pelicans,NOP,New Orleans,240:00:00,103.9,104.3,118.3,117.7,-14.4,-13.5,0.545,1.06,14.7,0.273,0.689,0.483,18.024,18.1,0.507,0.561,1,0.201,94.9,95,79.17,94,0.416
1,22100217,1610612748,Heat,MIA,Miami,240:00:00,118.3,117.7,103.9,104.3,14.4,13.5,0.69,2.64,21.6,0.311,0.727,0.517,11.521,11.5,0.569,0.598,1,0.199,94.9,95,79.17,96,0.584
0,22100218,1610612753,Magic,ORL,Orlando,240:00:00,99.1,105.1,97.7,99,1.4,6.1,0.513,1.33,14.4,0.379,0.731,0.545,14.297,15.2,0.464,0.5,1,0.195,102.6,99,82.5,99,0.514
1,22100218,1610612752,Knicks,NYK,New York,240:00:00,97.7,99,99.1,105.1,-1.4,-6.1,0.676,1.39,18.3,0.269,0.621,0.455,17.95,18.2,0.511,0.525,1,0.199,102.6,99,82.5,99,0.486
0,22100219,1610612749,Bucks,MIL,Milwaukee,240:00:00,105.3,104.8,98.8,99,6.5,5.8,0.55,1.47,16.3,0.196,0.772,0.5,14.484,14.4,0.529,0.559,1,0.197,103.42,103.5,86.25,104,0.555
1,22100219,1610612747,Lakers,LAL,Los Angeles,240:00:00,98.8,99,105.3,104.8,-6.5,-5.8,0.6,1.85,17.4,0.228,0.804,0.5,12.587,12.6,0.479,0.504,1,0.201,103.42,103.5,86.25,103,0.445
0,22100220,1610612758,Kings,SAC,Sacramento,240:00:00,93.3,102.1,110.4,111.5,-17.1,-9.4,0.559,0.95,13.3,0.5,0.674,0.571,19.231,21.1,0.419,0.466,1,0.195,100.46,95.5,79.58,95,0.391
1,22100220,1610612750,Timberwolves,MIN,Minnesota,240:00:00,110.4,111.5,93.3,102.1,17.1,9.4,0.488,1.18,15.8,0.326,0.5,0.429,17.54,17.7,0.561,0.595,1,0.2,100.46,95.5,79.58,96,0.609
0,22100221,1610612760,Thunder,OKC,Oklahoma City,240:00:00,97.1,99,86.1,88.1,11,10.9,0.439,1.29,13.7,0.273,0.783,0.539,13.456,13.7,0.5,0.51,1,0.195,103.7,101.5,84.58,102,0.597
1,22100221,1610612745,Rockets,HOU,Houston,240:00:00,86.1,88.1,97.1,99,-11,-10.9,0.5,1.14,12.5,0.217,0.727,0.461,13.545,13.9,0.422,0.452,1,0.201,103.7,101.5,84.58,101,0.403
0,22100222,1610612756,Suns,PHX,Phoenix,240:00:00,105.9,109.4,102.5,103.2,3.4,6.2,0.659,3.38,20.1,0.255,0.83,0.537,8.068,8.3,0.511,0.529,1,0.198,97.4,95.5,79.58,96,0.532
1,22100222,1610612742,Mavericks,DAL,Dallas,240:00:00,102.5,103.2,105.9,109.4,-3.4,-6.2,0.737,2.8,21.3,0.17,0.745,0.463,10.456,10.5,0.505,0.523,1,0.199,97.4,95.5,79.58,95,0.468
0,22100223,1610612757,Trail Blazers,POR,Portland,240:00:00,110.5,114.3,110.5,110.3,0,4,0.703,1.53,18.7,0.383,0.756,0.565,16.779,17.3,0.506,0.581,1,0.198,99.06,97.5,81.25,98,0.547
1,22100223,1610612741,Bulls,CHI,Chicago,240:00:00,110.5,110.3,110.5,114.3,0,-4,0.59,1.53,17.7,0.244,0.617,0.435,15.496,15.5,0.548,0.583,1,0.2,99.06,97.5,81.25,97,0.453
0,22100224,1610612744,Warriors,GSW,Golden State,240:00:00,112.4,115.6,94.6,97.8,17.8,17.8,0.878,3.27,27,0.186,0.625,0.418,11.889,12.2,0.584,0.601,1,0.199,93.28,90.5,75.42,90,0.619
1,22100224,1610612739,Cavaliers,CLE,Cleveland,240:00:00,94.6,97.8,112.4,115.6,-17.8,-17.8,0.647,1.1,17,0.375,0.814,0.582,21.268,22,0.5,0.511,1,0.194,93.28,90.5,75.42,91,0.381
0,22100225,1610612764,Wizards,WAS,Washington,240:00:00,103.9,104.3,122.3,119.1,-18.5,-14.8,0.658,1.47,20.3,0.167,0.786,0.476,18.201,18.3,0.591,0.596,1,0.201,92.48,93.5,77.92,93,0.403
1,22100225,1610612748,Heat,MIA,Miami,240:00:00,122.3,119.1,103.9,104.3,18.5,14.8,0.659,4.5,21.5,0.214,0.833,0.524,6.553,6.4,0.561,0.605,1,0.203,92.48,93.5,77.92,94,0.597
0,22100226,1610612763,Grizzlies,MEM,Memphis,240:00:00,121.7,123.7,107.4,112.5,14.2,11.2,0.538,2.33,20.2,0.356,0.75,0.559,12.165,12.4,0.599,0.608,1,0.197,99.58,96.5,80.42,97,0.572
1,22100226,1610612746,Clippers,LAC,LA,240:00:00,107.4,112.5,121.7,123.7,-14.2,-11.2,0.571,1.71,18.2,0.25,0.644,0.441,13.928,14.6,0.556,0.577,1,0.197,99.58,96.5,80.42,96,0.428
0,22100227,1610612759,Spurs,SAS,San Antonio,240:00:00,96.4,94.7,122.9,122.3,-26.5,-27.6,0.743,2.17,19.9,0.231,0.723,0.465,12.853,12.6,0.452,0.487,1,0.199,93.48,94.5,78.75,95,0.418
1,22100227,1610612750,Timberwolves,MIN,Minnesota,240:00:00,122.9,122.3,96.4,94.7,26.5,27.6,0.732,2.31,22.1,0.277,0.769,0.535,13.889,13.8,0.599,0.621,1,0.199,93.48,94.5,78.75,94,0.582
0,22100228,1610612755,76ers,PHI,Philadelphia,240:00:00,109.2,110.8,91.7,95.7,17.5,15.1,0.512,2.2,18,0.178,0.724,0.485,10.607,10.8,0.571,0.57,1,0.195,95.66,93,77.5,93,0.57
1,22100228,1610612743,Nuggets,DEN,Denver,240:00:00,91.7,95.7,109.2,110.8,-17.5,-15.1,0.688,2,17,0.276,0.822,0.515,11.336,11.8,0.427,0.463,1,0.198,95.66,93,77.5,93,0.43
0,22100229,1610612762,Jazz,UTA,Utah,240:00:00,119.3,121.4,102.5,105.1,16.8,16.3,0.773,1.42,23.7,0.389,0.679,0.565,24.067,24.5,0.669,0.694,1,0.199,100.1,98,81.67,98,0.604
1,22100229,1610612761,Raptors,TOR,Toronto,240:00:00,102.5,105.1,119.3,121.4,-16.8,-16.3,0.615,1.85,17.3,0.321,0.611,0.435,12.938,13.3,0.468,0.507,1,0.197,100.1,98,81.67,98,0.396
0,22100230,1610612754,Pacers,IND,Indiana,240:00:00,113.4,111.3,116,115.2,-2.6,-3.9,0.463,1.9,14.5,0.176,0.85,0.473,9.608,9.4,0.528,0.578,1,0.2,104.2,105.5,87.92,106,0.454
1,22100230,1610612766,Hornets,CHA,Charlotte,240:00:00,116,115.2,113.4,111.3,2.6,3.9,0.636,1.65,20.2,0.15,0.824,0.527,16.296,16.2,0.617,0.648,1,0.199,104.2,105.5,87.92,105,0.546
0,22100231,1610612744,Warriors,GSW,Golden State,240:00:00,111.4,114.1,107.1,109.7,4.3,4.5,0.579,1.16,16.9,0.419,0.667,0.553,20.161,20.7,0.55,0.588,1,0.2,94.72,92.5,77.08,92,0.536
1,22100231,1610612765,Pistons,DET,Detroit,240:00:00,107.1,109.7,111.4,114.1,-4.3,-4.5,0.656,1.62,16.5,0.333,0.581,0.447,13.655,14,0.488,0.547,1,0.2,94.72,92.5,77.08,93,0.464
0,22100232,1610612747,Lakers,LAL,Los Angeles,240:00:00,108.5,109.1,121.8,130,-13.3,-20.9,0.513,1.67,15.8,0.167,0.551,0.361,12.053,12.1,0.536,0.571,1,0.199,103.14,99.5,82.92,99,0.38
1,22100232,1610612738,Celtics,BOS,Boston,240:00:00,121.8,130,108.5,109.1,13.3,20.9,0.5,1.57,15.6,0.449,0.833,0.639,13.118,14,0.563,0.621,1,0.197,103.14,99.5,82.92,100,0.62
0,22100233,1610612753,Magic,ORL,Orlando,240:00:00,110.8,116.5,116.2,117.3,-5.4,-0.9,0.65,2,18.7,0.34,0.667,0.505,12.745,13.4,0.528,0.565,1,0.2,100.5,97.5,81.25,97,0.487
1,22100233,1610612751,Nets,BKN,Brooklyn,240:00:00,116.2,117.3,110.8,116.5,5.4,0.9,0.463,1.73,14.4,0.333,0.66,0.495,11.111,11.2,0.505,0.564,1,0.198,100.5,97.5,81.25,98,0.513
0,22100234,1610612760,Thunder,OKC,Oklahoma City,240:00:00,87.9,90.8,94.6,97,-6.7,-6.2,0.531,1.42,13.2,0.238,0.796,0.496,11.853,12.2,0.418,0.444,1,0.2,101.34,98.5,82.08,98,0.398
1,22100234,1610612749,Bucks,MIL,Milwaukee,240:00:00,94.6,97,87.9,90.8,6.7,6.2,0.677,1.62,16.4,0.204,0.762,0.504,12.815,13.1,0.446,0.508,1,0.197,101.34,98.5,82.08,99,0.602
0,22100235,1610612740,Pelicans,NOP,New Orleans,240:00:00,102.7,100,84.2,87.1,18.5,12.9,0.5,1.46,15.5,0.26,0.807,0.551,14.205,13.8,0.511,0.519,1,0.201,93.86,93.5,77.92,94,0.574
1,22100235,1610612746,Clippers,LAC,LA,240:00:00,84.2,87.1,102.7,100,-18.5,-12.9,0.647,1.83,17.4,0.193,0.74,0.449,12.474,12.9,0.428,0.439,1,0.196,93.86,93.5,77.92,93,0.426
0,22100236,1610612743,Nuggets,DEN,Denver,240:00:00,110.4,110.2,116.9,117.5,-6.4,-7.3,0.615,1.71,18.6,0.227,0.635,0.448,14.315,14.3,0.561,0.595,1,0.195,97.68,97.5,81.25,98,0.476
1,22100236,1610612741,Bulls,CHI,Chicago,240:00:00,116.9,117.5,110.4,110.2,6.4,7.3,0.463,1.73,14.2,0.365,0.773,0.552,11.275,11.3,0.484,0.55,1,0.201,97.68,97.5,81.25,97,0.524
0,22100237,1610612756,Suns,PHX,Phoenix,240:00:00,112.9,110.9,103.9,104,9.1,6.9,0.636,1.56,20.4,0.279,0.8,0.571,18.152,17.8,0.6,0.614,1,0.2,99.64,100.5,83.75,101,0.542
1,22100237,1610612742,Mavericks,DAL,Dallas,240:00:00,103.9,104,112.9,110.9,-9.1,-6.9,0.676,2.5,18.5,0.2,0.721,0.429,9.988,10,0.478,0.519,1,0.2,99.64,100.5,83.75,100,0.458
0,22100238,1610612761,Raptors,TOR,Toronto,240:00:00,109.6,113.7,89.9,93.7,19.7,20,0.526,1.18,15.2,0.375,0.724,0.566,17.248,17.9,0.524,0.571,1,0.195,98.78,95,79.17,95,0.64
1,22100238,1610612758,Kings,SAC,Sacramento,240:00:00,89.9,93.7,109.6,113.7,-19.7,-20,0.469,1,12,0.276,0.625,0.434,15.152,15.8,0.435,0.468,1,0.196,98.78,95,79.17,95,0.36
0,22100239,1610612752,Knicks,NYK,New York,240:00:00,105.5,105,96.4,98,9.1,6.9,0.758,1.67,19.3,0.152,0.688,0.426,14.934,14.9,0.538,0.593,1,0.197,101.56,101,84.17,101,0.566
1,22100239,1610612745,Rockets,HOU,Houston,240:00:00,96.4,98,105.5,105,-9.1,-6.9,0.553,0.95,15.4,0.313,0.848,0.574,21.426,21.8,0.512,0.528,1,0.197,101.56,101,84.17,101,0.434
0,22100240,1610612740,Pelicans,NOP,New Orleans,240:00:00,92.7,91.3,108.9,107.8,-16.2,-16.5,0.486,1.06,13.1,0.226,0.824,0.519,15.785,15.5,0.432,0.488,1,0.201,101.64,103,85.83,103,0.418
1,22100240,1610612754,Pacers,IND,Indiana,240:00:00,108.9,107.8,92.7,91.3,16.2,16.5,0.667,2.55,20.3,0.176,0.774,0.481,10.793,10.7,0.538,0.561,1,0.198,101.64,103,85.83,103,0.582
0,22100241,1610612764,Wizards,WAS,Washington,240:00:00,108.3,113.2,106.6,107.5,1.7,5.7,0.611,1.1,17.4,0.3,0.659,0.488,21.026,22,0.561,0.612,1,0.196,94.46,92,76.67,91,0.522
1,22100241,1610612748,Heat,MIA,Miami,240:00:00,106.6,107.5,108.3,113.2,-1.7,-5.7,0.553,1.5,16.8,0.341,0.7,0.512,14.925,15.1,0.512,0.557,1,0.197,94.46,92,76.67,93,0.478
0,22100242,1610612766,Hornets,CHA,Charlotte,240:00:00,106.5,108.2,120.7,116.2,-14.3,-7.9,0.605,2.6,18,0.349,0.786,0.524,10.142,10.3,0.471,0.483,1,0.201,96.92,98,81.67,97,0.421
1,22100242,1610612737,Hawks,ATL,Atlanta,240:00:00,120.7,116.2,106.5,108.2,14.3,7.9,0.558,2,18.9,0.214,0.651,0.476,12.6,12.1,0.598,0.63,1,0.201,96.92,98,81.67,99,0.579
0,22100243,1610612760,Thunder,OKC,Oklahoma City,240:00:00,107.1,111.7,119.1,116.8,-12.1,-5.1,0.59,2.3,16.9,0.317,0.813,0.537,10.2,10.6,0.5,0.51,1,0.196,95.6,94.5,78.75,94,0.423
1,22100243,1610612738,Celtics,BOS,Boston,240:00:00,119.1,116.8,107.1,111.7,12.1,5.1,0.683,4,21.7,0.188,0.683,0.463,7.514,7.4,0.563,0.589,1,0.2,95.6,94.5,78.75,95,0.577
0,22100244,1610612753,Magic,ORL,Orlando,240:00:00,99.9,103.8,115.5,112.5,-15.7,-8.7,0.667,2.6,18.6,0.18,0.76,0.441,9.246,9.6,0.495,0.518,1,0.198,104.72,104,86.67,104,0.412
1,22100244,1610612749,Bucks,MIL,Milwaukee,240:00:00,115.5,112.5,99.9,103.8,15.7,8.7,0.676,1.79,18.2,0.24,0.82,0.559,13.823,13.5,0.567,0.595,1,0.203,104.72,104,86.67,104,0.588
0,22100245,1610612750,Timberwolves,MIN,Minnesota,240:00:00,140.4,140.8,91,97.9,49.4,42.9,0.571,2.15,19.4,0.426,0.661,0.553,13.222,13.3,0.648,0.668,1,0.199,101.36,97.5,81.25,98,0.717
1,22100245,1610612763,Grizzlies,MEM,Memphis,240:00:00,91,97.9,140.4,140.8,-49.4,-42.9,0.724,1.31,15.5,0.339,0.574,0.447,15.326,16.5,0.404,0.483,1,0.198,101.36,97.5,81.25,97,0.283
0,22100246,1610612757,Trail Blazers,POR,Portland,240:00:00,120.3,122.9,111.9,115.6,8.4,7.3,0.575,1.77,18.2,0.225,0.833,0.537,13.249,13.5,0.594,0.655,1,0.198,98.68,96,80,96,0.537
1,22100246,1610612755,76ers,PHI,Philadelphia,240:00:00,111.9,115.6,120.3,122.9,-8.4,-7.3,0.585,2,19,0.167,0.775,0.463,12.092,12.5,0.568,0.615,1,0.196,98.68,96,80,96,0.463
0,22100247,1610612762,Jazz,UTA,Utah,240:00:00,126.2,125.5,104.7,109.4,21.4,16.1,0.435,1.54,15.2,0.37,0.792,0.596,13.336,13.3,0.599,0.624,1,0.196,98.86,97,80.83,98,0.575
1,22100247,1610612758,Kings,SAC,Sacramento,240:00:00,104.7,109.4,126.2,125.5,-21.4,-16.1,0.488,2.5,15.6,0.208,0.63,0.404,7.981,8.3,0.505,0.524,1,0.198,98.86,97,80.83,96,0.425
0,22100248,1610612746,Clippers,LAC,LA,240:00:00,107.9,106.6,97.9,100,9.9,6.6,0.5,1.2,15.5,0.238,0.755,0.516,16.681,16.5,0.56,0.585,1,0.2,91.42,91,75.83,91,0.533
1,22100248,1610612742,Mavericks,DAL,Dallas,240:00:00,97.9,100,107.9,106.6,-9.9,-6.6,0.618,2.1,17.2,0.245,0.762,0.484,10.762,11,0.446,0.5,1,0.2,91.42,91,75.83,91,0.467
0,22100249,1610612747,Lakers,LAL,Los Angeles,240:00:00,115.4,117.5,106.2,111.5,9.2,5.9,0.644,2.23,19.9,0.313,0.741,0.539,12.395,12.6,0.543,0.582,1,0.2,107.06,103.5,86.25,103,0.559
1,22100249,1610612765,Pistons,DET,Detroit,240:00:00,106.2,111.5,115.4,117.5,-9.2,-5.9,0.628,2.45,18.7,0.259,0.688,0.461,10.07,10.6,0.515,0.546,1,0.2,107.06,103.5,86.25,104,0.441
0,22100250,1610612752,Knicks,NYK,New York,240:00:00,103.4,109.6,110.2,116,-6.9,-6.4,0.457,1.14,12.5,0.314,0.66,0.49,14.051,14.9,0.458,0.527,1,0.193,99.26,94,78.33,94,0.467
1,22100250,1610612741,Bulls,CHI,Chicago,240:00:00,110.2,116,103.4,109.6,6.9,6.4,0.568,2.1,16,0.34,0.686,0.51,10.113,10.6,0.483,0.546,1,0.198,99.26,94,78.33,94,0.533
0,22100251,1610612756,Suns,PHX,Phoenix,240:00:00,124.2,128.6,96.7,98,27.5,30.6,0.739,2.62,23.4,0.256,0.733,0.534,12.815,13.3,0.592,0.64,1,0.19,100.88,98.5,82.08,98,0.691
1,22100251,1610612743,Nuggets,DEN,Denver,240:00:00,96.7,98,124.2,128.6,-27.5,-30.6,0.606,2,15.1,0.267,0.744,0.466,9.968,10.1,0.428,0.474,1,0.199,100.88,98.5,82.08,99,0.309
0,22100252,1610612761,Raptors,TOR,Toronto,240:00:00,103.2,109.5,122,122.7,-18.8,-13.2,0.641,2.27,17.4,0.354,0.732,0.5,10.913,11.6,0.47,0.482,1,0.197,99.18,96,80,95,0.38
1,22100252,1610612744,Warriors,GSW,Golden State,240:00:00,122,122.7,103.2,109.5,18.8,13.2,0.795,1.94,22.7,0.268,0.646,0.5,16.4,16.5,0.633,0.664,1,0.197,99.18,96,80,97,0.62
0,22100253,1610612739,Cavaliers,CLE,Cleveland,240:00:00,104.9,107.7,111.5,114.7,-6.6,-7,0.667,1.6,16.6,0.362,0.784,0.56,14.05,14.4,0.462,0.53,1,0.195,105.84,103,85.83,104,0.473
1,22100253,1610612751,Nets,BKN,Brooklyn,240:00:00,111.5,114.7,104.9,107.7,6.6,7,0.711,3.2,22.1,0.216,0.638,0.44,9.531,9.8,0.532,0.568,1,0.198,105.84,103,85.83,102,0.527
0,22100254,1610612764,Wizards,WAS,Washington,240:00:00,99.2,99,103.3,106.9,-4.1,-7.8,0.639,1.28,15.7,0.431,0.842,0.635,17.328,17.3,0.431,0.486,1,0.202,104.72,103,85.83,104,0.517
1,22100254,1610612766,Hornets,CHA,Charlotte,240:00:00,103.3,106.9,99.2,99,4.1,7.8,0.525,2.1,15.8,0.158,0.569,0.365,9.473,9.8,0.522,0.537,1,0.199,104.72,103,85.83,102,0.483
0,22100255,1610612760,Thunder,OKC,Oklahoma City,240:00:00,104,106.3,120.2,121.5,-16.2,-15.2,0.615,2.4,17.5,0.379,0.8,0.563,10.292,10.5,0.454,0.49,1,0.196,95.6,94,78.33,95,0.436
1,22100255,1610612737,Hawks,ATL,Atlanta,240:00:00,120.2,121.5,104,106.3,16.2,15.2,0.595,3.13,19.7,0.2,0.621,0.437,8.507,8.6,0.563,0.601,1,0.198,95.6,94,78.33,93,0.564
0,22100256,1610612745,Rockets,HOU,Houston,240:00:00,86.1,86.5,103.5,102.9,-17.4,-16.3,0.613,1.27,14.9,0.107,0.741,0.418,14.346,14.4,0.44,0.481,1,0.197,104.46,104.5,87.08,104,0.388
1,22100256,1610612738,Celtics,BOS,Boston,240:00:00,103.5,102.9,86.1,86.5,17.4,16.3,0.487,1.27,14.1,0.259,0.893,0.582,14.373,14.3,0.489,0.538,1,0.198,104.46,104.5,87.08,105,0.613
0,22100257,1610612754,Pacers,IND,Indiana,240:00:00,109.1,114.7,80.5,81.9,28.5,32.8,0.675,2.08,19.6,0.333,0.86,0.611,13.01,13.7,0.517,0.557,1,0.197,97.76,94.5,78.75,95,0.721
1,22100257,1610612741,Bulls,CHI,Chicago,240:00:00,80.5,81.9,109.1,114.7,-28.5,-32.8,0.419,1.44,11.4,0.14,0.667,0.389,9.414,9.6,0.4,0.42,1,0.201,97.76,94.5,78.75,94,0.279
0,22100258,1610612753,Magic,ORL,Orlando,240:00:00,90.3,92.9,117.6,124.2,-27.4,-31.3,0.471,1,12,0.323,0.623,0.461,15.699,16.2,0.425,0.456,1,0.198,103.24,99,82.5,99,0.326
1,22100258,1610612749,Bucks,MIL,Milwaukee,240:00:00,117.6,124.2,90.3,92.9,27.4,31.3,0.636,2.15,19.2,0.377,0.677,0.539,12.433,13.1,0.564,0.588,1,0.197,103.24,99,82.5,99,0.674
0,22100259,1610612740,Pelicans,NOP,New Orleans,240:00:00,92.4,97,106.5,110,-14.1,-13,0.649,1.04,16.8,0.385,0.594,0.5,22.132,23.2,0.455,0.5,1,0.195,103.62,99.5,82.92,99,0.445
1,22100259,1610612750,Timberwolves,MIN,Minnesota,240:00:00,106.5,110,92.4,97,14.1,13,0.525,1.75,14.5,0.406,0.615,0.5,11.614,12,0.45,0.49,1,0.198,103.62,99.5,82.92,100,0.555
0,22100260,1610612759,Spurs,SAS,San Antonio,240:00:00,106.7,111,116.1,113.9,-9.4,-2.9,0.469,1.53,16.7,0.327,0.717,0.516,14.418,15,0.554,0.555,1,0.2,101.54,100.5,83.75,100,0.479
1,22100260,1610612756,Suns,PHX,Phoenix,240:00:00,116.1,113.9,106.7,111,9.4,2.9,0.556,1.67,18.5,0.283,0.673,0.484,15.145,14.9,0.58,0.605,1,0.2,101.54,100.5,83.75,101,0.521
0,22100261,1610612762,Jazz,UTA,Utah,240:00:00,115.7,118,121.6,117.8,-5.9,0.2,0.634,1.86,18.8,0.26,0.667,0.471,13.725,14,0.569,0.602,1,0.198,99.94,100.5,83.75,100,0.493
1,22100261,1610612763,Grizzlies,MEM,Memphis,240:00:00,121.6,117.8,115.7,118,5.9,-0.2,0.571,3.43,17.4,0.333,0.74,0.529,7.152,6.9,0.511,0.557,1,0.202,99.94,100.5,83.75,101,0.507
0,22100262,1610612758,Kings,SAC,Sacramento,240:00:00,98.2,101.1,109.8,109.7,-11.7,-8.6,0.515,1.21,13.7,0.32,0.731,0.529,14.62,15.1,0.456,0.507,1,0.199,94.32,93,77.5,93,0.438
1,22100262,1610612755,76ers,PHI,Philadelphia,240:00:00,109.8,109.7,98.2,101.1,11.7,8.6,0.528,2.71,15.5,0.269,0.68,0.471,7.537,7.5,0.476,0.526,1,0.202,94.32,93,77.5,93,0.562
0,22100263,1610612748,Heat,MIA,Miami,240:00:00,106.7,106.4,95.7,97.9,11,8.5,0.629,1.29,17.2,0.326,0.784,0.574,18.131,18.1,0.52,0.563,1,0.199,94.96,94,78.33,94,0.595
1,22100263,1610612765,Pistons,DET,Detroit,240:00:00,95.7,97.9,106.7,106.4,-11,-8.5,0.629,1.47,17.3,0.216,0.674,0.426,15.599,16,0.476,0.51,1,0.194,94.96,94,78.33,94,0.405
0,22100264,1610612752,Knicks,NYK,New York,240:00:00,104.7,106,96.9,99,7.8,7,0.622,1.35,17.5,0.191,0.726,0.495,16.792,17,0.543,0.581,1,0.194,102.22,100.5,83.75,100,0.546
1,22100264,1610612747,Lakers,LAL,Los Angeles,240:00:00,96.9,99,104.7,106,-7.8,-7,0.676,1.92,16.5,0.274,0.809,0.505,11.628,11.9,0.434,0.48,1,0.198,102.22,100.5,83.75,101,0.454
0,22100265,1610612757,Trail Blazers,POR,Portland,240:00:00,126.9,126.6,105.4,107.5,21.4,19.1,0.556,2.78,19.1,0.311,0.78,0.535,9.595,9.6,0.597,0.615,1,0.2,94.32,93.5,77.92,94,0.567
1,22100265,1610612743,Nuggets,DEN,Denver,240:00:00,105.4,107.5,126.9,126.6,-21.4,-19.1,0.684,1.37,20.3,0.22,0.689,0.465,20.034,20.4,0.583,0.604,1,0.194,94.32,93.5,77.92,93,0.433
0,22100266,1610612746,Clippers,LAC,LA,265:00:00,99.3,103,107.8,112,-8.5,-9,0.486,0.89,12.7,0.34,0.686,0.51,18.137,18.8,0.471,0.532,1,0.195,94.48,91.02,75.85,101,0.438
1,22100266,1610612742,Mavericks,DAL,Dallas,265:00:00,107.8,112,99.3,103,8.5,9,0.564,1.47,16,0.314,0.66,0.49,14.44,15,0.506,0.555,1,0.195,94.48,91.02,75.85,100,0.562
